,COUNTY,COUNTY_L,FIPS,NAME,NAME_L,ST,STATE,STCOUNTYFP,STATE_L,ZCTA,ZIP
19810,CLINTON COUNTY,Clinton County,FIPS26037,CLINTON,Clinton,MI,MICHIGAN,26037,Michigan,ZCTA48822,48822
19811,EATON COUNTY,Eaton County,FIPS26045,EATON,Eaton,MI,MICHIGAN,26045,Michigan,ZCTA48821,48821
19812,CLINTON COUNTY,Clinton County,FIPS26037,CLINTON,Clinton,MI,MICHIGAN,26037,Michigan,ZCTA48820,48820
19813,INGHAM COUNTY,Ingham County,FIPS26065,INGHAM,Ingham,MI,MICHIGAN,26065,Michigan,ZCTA48819,48819
19814,MONTCALM COUNTY,Montcalm County,FIPS26117,MONTCALM,Montcalm,MI,MICHIGAN,26117,Michigan,ZCTA48818,48818
19815,SHIAWASSEE COUNTY,Shiawassee County,FIPS26155,SHIAWASSEE,Shiawassee,MI,MICHIGAN,26155,Michigan,ZCTA48817,48817
19816,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48816,48816
19817,IONIA COUNTY,Ionia County,FIPS26067,IONIA,Ionia,MI,MICHIGAN,26067,Michigan,ZCTA48815,48815
19818,EATON COUNTY,Eaton County,FIPS26045,EATON,Eaton,MI,MICHIGAN,26045,Michigan,ZCTA48813,48813
19819,MONTCALM COUNTY,Montcalm County,FIPS26117,MONTCALM,Montcalm,MI,MICHIGAN,26117,Michigan,ZCTA48812,48812
19820,MONTCALM COUNTY,Montcalm County,FIPS26117,MONTCALM,Montcalm,MI,MICHIGAN,26117,Michigan,ZCTA48811,48811
19821,IONIA COUNTY,Ionia County,FIPS26067,IONIA,Ionia,MI,MICHIGAN,26067,Michigan,ZCTA48809,48809
19822,CLINTON COUNTY,Clinton County,FIPS26037,CLINTON,Clinton,MI,MICHIGAN,26037,Michigan,ZCTA48808,48808
19823,GRATIOT COUNTY,Gratiot County,FIPS26057,GRATIOT,Gratiot,MI,MICHIGAN,26057,Michigan,ZCTA48807,48807
19824,GRATIOT COUNTY,Gratiot County,FIPS26057,GRATIOT,Gratiot,MI,MICHIGAN,26057,Michigan,ZCTA48806,48806
19825,INGHAM COUNTY,Ingham County,FIPS26065,INGHAM,Ingham,MI,MICHIGAN,26065,Michigan,ZCTA48805,48805
19826,ISABELLA COUNTY,Isabella County,FIPS26073,ISABELLA,Isabella,MI,MICHIGAN,26073,Michigan,ZCTA48804,48804
19827,GRATIOT COUNTY,Gratiot County,FIPS26057,GRATIOT,Gratiot,MI,MICHIGAN,26057,Michigan,ZCTA48801,48801
19828,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48787,48787
19829,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48770,48770
19830,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48768,48768
19831,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48767,48767
19832,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48766,48766
19833,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48765,48765
19834,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48763,48763
19835,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48762,48762
19836,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48761,48761
19837,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48760,48760
19838,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48759,48759
19839,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48758,48758
19840,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48757,48757
19841,OGEMAW COUNTY,Ogemaw County,FIPS26129,OGEMAW,Ogemaw,MI,MICHIGAN,26129,Michigan,ZCTA48756,48756
19842,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48755,48755
19843,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48754,48754
19844,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48750,48750
19845,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48749,48749
19846,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48748,48748
19847,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48747,48747
19848,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48746,48746
19849,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48745,48745
19850,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48744,48744
19851,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48743,48743
19852,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48742,48742
19853,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48741,48741
19854,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48740,48740
19855,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48739,48739
19856,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48738,48738
19857,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48737,48737
19858,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48735,48735
19859,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48734,48734
19860,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48733,48733
19861,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48732,48732
19862,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48731,48731
19863,IOSCO COUNTY,Iosco County,FIPS26069,IOSCO,Iosco,MI,MICHIGAN,26069,Michigan,ZCTA48730,48730
19864,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48729,48729
19865,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48728,48728
19866,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48727,48727
19867,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48726,48726
19868,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48725,48725
19869,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48724,48724
19870,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48723,48723
19871,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48722,48722
19872,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48721,48721
19873,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48720,48720
19874,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48710,48710
19875,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48708,48708
19876,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48707,48707
19877,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48706,48706
19878,ALCONA COUNTY,Alcona County,FIPS26001,ALCONA,Alcona,MI,MICHIGAN,26001,Michigan,ZCTA48705,48705
19879,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48703,48703
19880,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48701,48701
19881,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48674,48674
19882,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48670,48670
19883,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48667,48667
19884,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48663,48663
19885,GRATIOT COUNTY,Gratiot County,FIPS26057,GRATIOT,Gratiot,MI,MICHIGAN,26057,Michigan,ZCTA48662,48662
19886,OGEMAW COUNTY,Ogemaw County,FIPS26129,OGEMAW,Ogemaw,MI,MICHIGAN,26129,Michigan,ZCTA48661,48661
19887,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48659,48659
19888,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48658,48658
19889,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48657,48657
19890,ROSCOMMON COUNTY,Roscommon County,FIPS26143,ROSCOMMON,Roscommon,MI,MICHIGAN,26143,Michigan,ZCTA48656,48656
19891,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48655,48655
19892,OGEMAW COUNTY,Ogemaw County,FIPS26129,OGEMAW,Ogemaw,MI,MICHIGAN,26129,Michigan,ZCTA48654,48654
19893,ROSCOMMON COUNTY,Roscommon County,FIPS26143,ROSCOMMON,Roscommon,MI,MICHIGAN,26143,Michigan,ZCTA48653,48653
19894,GLADWIN COUNTY,Gladwin County,FIPS26051,GLADWIN,Gladwin,MI,MICHIGAN,26051,Michigan,ZCTA48652,48652
19895,ROSCOMMON COUNTY,Roscommon County,FIPS26143,ROSCOMMON,Roscommon,MI,MICHIGAN,26143,Michigan,ZCTA48651,48651
19896,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48650,48650
19897,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48649,48649
19898,OSCODA COUNTY,Oscoda County,FIPS26135,OSCODA,Oscoda,MI,MICHIGAN,26135,Michigan,ZCTA48647,48647
19899,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48642,48642
19900,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48641,48641
19901,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48640,48640
19902,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48638,48638
19903,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48637,48637
19904,OSCODA COUNTY,Oscoda County,FIPS26135,OSCODA,Oscoda,MI,MICHIGAN,26135,Michigan,ZCTA48636,48636
19905,OGEMAW COUNTY,Ogemaw County,FIPS26129,OGEMAW,Ogemaw,MI,MICHIGAN,26129,Michigan,ZCTA48635,48635
19906,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48634,48634
19907,CLARE COUNTY,Clare County,FIPS26035,CLARE,Clare,MI,MICHIGAN,26035,Michigan,ZCTA48633,48633
19908,CLARE COUNTY,Clare County,FIPS26035,CLARE,Clare,MI,MICHIGAN,26035,Michigan,ZCTA48632,48632
19909,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48631,48631
19910,ROSCOMMON COUNTY,Roscommon County,FIPS26143,ROSCOMMON,Roscommon,MI,MICHIGAN,26143,Michigan,ZCTA48630,48630
19911,ROSCOMMON COUNTY,Roscommon County,FIPS26143,ROSCOMMON,Roscommon,MI,MICHIGAN,26143,Michigan,ZCTA48629,48629
19912,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48628,48628
19913,ROSCOMMON COUNTY,Roscommon County,FIPS26143,ROSCOMMON,Roscommon,MI,MICHIGAN,26143,Michigan,ZCTA48627,48627
19914,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48626,48626
19915,CLARE COUNTY,Clare County,FIPS26035,CLARE,Clare,MI,MICHIGAN,26035,Michigan,ZCTA48625,48625
19916,GLADWIN COUNTY,Gladwin County,FIPS26051,GLADWIN,Gladwin,MI,MICHIGAN,26051,Michigan,ZCTA48624,48624
19917,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48623,48623
19918,CLARE COUNTY,Clare County,FIPS26035,CLARE,Clare,MI,MICHIGAN,26035,Michigan,ZCTA48622,48622
19919,OSCODA COUNTY,Oscoda County,FIPS26135,OSCODA,Oscoda,MI,MICHIGAN,26135,Michigan,ZCTA48621,48621
19920,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48620,48620
19921,OSCODA COUNTY,Oscoda County,FIPS26135,OSCODA,Oscoda,MI,MICHIGAN,26135,Michigan,ZCTA48619,48619
19922,MIDLAND COUNTY,Midland County,FIPS26111,MIDLAND,Midland,MI,MICHIGAN,26111,Michigan,ZCTA48618,48618
19923,CLARE COUNTY,Clare County,FIPS26035,CLARE,Clare,MI,MICHIGAN,26035,Michigan,ZCTA48617,48617
19924,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48616,48616
19925,GRATIOT COUNTY,Gratiot County,FIPS26057,GRATIOT,Gratiot,MI,MICHIGAN,26057,Michigan,ZCTA48615,48615
19926,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48614,48614
19927,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48613,48613
19928,GLADWIN COUNTY,Gladwin County,FIPS26051,GLADWIN,Gladwin,MI,MICHIGAN,26051,Michigan,ZCTA48612,48612
19929,BAY COUNTY,Bay County,FIPS26017,BAY,Bay,MI,MICHIGAN,26017,Michigan,ZCTA48611,48611
19930,ARENAC COUNTY,Arenac County,FIPS26011,ARENAC,Arenac,MI,MICHIGAN,26011,Michigan,ZCTA48610,48610
19931,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48609,48609
19932,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48608,48608
19933,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48607,48607
19934,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48606,48606
19935,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48605,48605
19936,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48604,48604
19937,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48603,48603
19938,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48602,48602
19939,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48601,48601
19940,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48550,48550
19941,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48532,48532
19942,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48531,48531
19943,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48529,48529
19944,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48519,48519
19945,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48509,48509
19946,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48507,48507
19947,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48506,48506
19948,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48505,48505
19949,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48504,48504
19950,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48503,48503
19951,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48502,48502
19952,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48501,48501
19953,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48480,48480
19954,SHIAWASSEE COUNTY,Shiawassee County,FIPS26155,SHIAWASSEE,Shiawassee,MI,MICHIGAN,26155,Michigan,ZCTA48476,48476
19955,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48475,48475
19956,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48473,48473
19957,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48472,48472
19958,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48471,48471
19959,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48470,48470
19960,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48469,48469
19961,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48468,48468
19962,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48467,48467
19963,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48466,48466
19964,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48465,48465
19965,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48464,48464
19966,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48463,48463
19967,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48462,48462
19968,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48461,48461
19969,SHIAWASSEE COUNTY,Shiawassee County,FIPS26155,SHIAWASSEE,Shiawassee,MI,MICHIGAN,26155,Michigan,ZCTA48460,48460
19970,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48458,48458
19971,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48457,48457
19972,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48456,48456
19973,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48455,48455
19974,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48454,48454
19975,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48453,48453
19976,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48451,48451
19977,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48450,48450
19978,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48449,48449
19979,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48446,48446
19980,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48445,48445
19981,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48444,48444
19982,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48442,48442
19983,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48441,48441
19984,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48440,48440
19985,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48439,48439
19986,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48438,48438
19987,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48437,48437
19988,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48436,48436
19989,TUSCOLA COUNTY,Tuscola County,FIPS26157,TUSCOLA,Tuscola,MI,MICHIGAN,26157,Michigan,ZCTA48435,48435
19990,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48434,48434
19991,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48433,48433
19992,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48432,48432
19993,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48430,48430
19994,SHIAWASSEE COUNTY,Shiawassee County,FIPS26155,SHIAWASSEE,Shiawassee,MI,MICHIGAN,26155,Michigan,ZCTA48429,48429
19995,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48428,48428
19996,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48427,48427
19997,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48426,48426
19998,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48423,48423
19999,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48422,48422
20000,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48421,48421
20001,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48420,48420
20002,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48419,48419
20003,SHIAWASSEE COUNTY,Shiawassee County,FIPS26155,SHIAWASSEE,Shiawassee,MI,MICHIGAN,26155,Michigan,ZCTA48418,48418
20004,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48417,48417
20005,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48416,48416
20006,SAGINAW COUNTY,Saginaw County,FIPS26145,SAGINAW,Saginaw,MI,MICHIGAN,26145,Michigan,ZCTA48415,48415
20007,SHIAWASSEE COUNTY,Shiawassee County,FIPS26155,SHIAWASSEE,Shiawassee,MI,MICHIGAN,26155,Michigan,ZCTA48414,48414
20008,HURON COUNTY,Huron County,FIPS26063,HURON,Huron,MI,MICHIGAN,26063,Michigan,ZCTA48413,48413
20009,LAPEER COUNTY,Lapeer County,FIPS26087,LAPEER,Lapeer,MI,MICHIGAN,26087,Michigan,ZCTA48412,48412
20010,GENESEE COUNTY,Genesee County,FIPS26049,GENESEE,Genesee,MI,MICHIGAN,26049,Michigan,ZCTA48411,48411
