Feature,Label
AHRF936,"MD's, Fam Med Gen, Tot Ptn Cr Non-Fed"
AHRF937,"MD's, Fam Med Gen, Total Non-Fed"
AHRF938,"MD's, Fam Med Gen,Administratn Non-Fed"
AHRF939,"MD's, Fam Med Gen,Hsp FT Staff Non-Fed"
AHRF940,"MD's, Fam Med Gen,Other Non-Fed"
AHRF941,"MD's, Fam Med Gen,PC,Hsp Rsdnt Non-Fed"
AHRF942,"MD's, Fam Med Gen,PC,Off Bsd Non-Fed"
AHRF943,"MD's, Fam Med Gen,Research Non-Fed"
AHRF944,"MD's, Fam Med Gen,Teaching Non-Fed"
AHRF945,"MD's, Fam Med Subsp,Admin Non-Fed"
AHRF946,"MD's, Fam Med Subsp,Hsp FT Stf Non-Fed"
AHRF947,"MD's, Fam Med Subsp,Other Non-Fed"
AHRF948,"MD's, Fam Med Subsp,PC,Hsp Res Non-Fed"
AHRF949,"MD's, Fam Med Subsp,PC,Off Bsd Non-Fed"
AHRF950,"MD's, Fam Med Subsp,Research Non-Fed"
AHRF951,"MD's, Fam Med Subsp,Teaching Non-Fed"
AHRF952,"MD's, Fam Med Subsp,Tot Ptn Cr Non-Fed"
AHRF953,"MD's, Fam Med Subspec, Total Non-Fed"
AHRF954,"MD's, Family Med Gen, 35-44 Non-Fed"
AHRF955,"MD's, Family Med Gen, 45-54 Non-Fed"
AHRF956,"MD's, Family Med Gen, 55-64 Non-Fed"
AHRF957,"MD's, Family Med Gen, 65-74 Non-Fed"
AHRF958,"MD's, Family Med Gen, 75 + Non-Fed"
AHRF959,"MD's, Family Med Gen, < 35 Non-Fed"
AHRF960,"MD's, Family Prac Subsp, 35-44 Non-Fed"
AHRF961,"MD's, Family Prac Subsp, 45-54 Non-Fed"
AHRF962,"MD's, Family Prac Subsp, 55-64 Non-Fed"
AHRF963,"MD's, Family Prac Subsp, 65-74 Non-Fed"
AHRF964,"MD's, Family Prac Subsp, 75 + Non-Fed"
AHRF965,"MD's, Family Prac Subsp, < 35 Non-Fed"
AHRF966,"MD's, Gen Pract, Administration Non-Fed"
AHRF967,"MD's, Gen Pract, Other Non-Fed"
AHRF968,"MD's, Gen Pract, PC, Hsp FT Stf Non-Fed"
AHRF969,"MD's, Gen Pract, PC, Hsp Rsdnt Non-Fed"
AHRF970,"MD's, Gen Pract, PC, Office Bsd Non-Fed"
AHRF971,"MD's, Gen Pract, Research Non-Fed"
AHRF972,"MD's, Gen Pract, Teaching Non-Fed"
AHRF973,"MD's, Gen Pract, Total Non-Fed"
AHRF974,"MD's, Gen Pract, Total Ptn Care Non-Fed"
AHRF975,"MD's, General Pract, 35-44 Non-Fed"
AHRF976,"MD's, General Pract, 45-54 Non-Fed"
AHRF977,"MD's, General Pract, 55-64 Non-Fed"
AHRF978,"MD's, General Pract, 65-74 Non-Fed"
AHRF979,"MD's, General Pract, 75 + Non-Fed"
AHRF980,"MD's, General Pract, < 35 Non-Fed"
AHRF981,"MD's, Inactive, 35-44 Non-Fed"
AHRF982,"MD's, Inactive, 45-54 Non-Fed"
AHRF983,"MD's, Inactive, 55-64 Non-Fed"
AHRF984,"MD's, Inactive, 65-74 Non-Fed"
AHRF985,"MD's, Inactive, 75 + Non-Fed"
AHRF986,"MD's, Inactive, < 35 Non-Fed"
AHRF987,"MD's, Inactive, Female Non-Fed"
AHRF988,"MD's, Inactive, Male Non-Fed"
AHRF989,"MD's, Not Classified, 35-44 Non-Fed"
AHRF990,"MD's, Not Classified, 45-54 Non-Fed"
AHRF991,"MD's, Not Classified, 55-64 Non-Fed"
AHRF992,"MD's, Not Classified, 65-74 Non-Fed"
AHRF993,"MD's, Not Classified, 75 + Non-Fed"
AHRF994,"MD's, Not Classified, < 35 Non-Fed"
AHRF995,"MD's, Tot Gen Pract, Administ Non-Fed"
AHRF996,"MD's, Tot Gen Pract, Other Non-Fed"
AHRF997,"MD's, Tot Gen Pract, PC,Hsp Res Non-Fed"
AHRF998,"MD's, Tot Gen Pract, PC,Off Bsd Non-Fed"
AHRF999,"MD's, Tot Gen Pract, Research Non-Fed"
AHRF1000,"MD's, Tot Gen Pract, Teaching Non-Fed"
AHRF1001,"MD's, Tot Gen Pract,Tot Ptn Cr Non-Fed"
AHRF1002,"MD's, Tot General Pract, 35-44 Non-Fed"
AHRF1003,"MD's, Tot General Pract, 45-54 Non-Fed"
AHRF1004,"MD's, Tot General Pract, 55-64 Non-Fed"
AHRF1005,"MD's, Tot General Pract, 65-74 Non-Fed"
AHRF1006,"MD's, Tot General Pract, 75 + Non-Fed"
AHRF1007,"MD's, Tot General Pract, < 35 Non-Fed"
AHRF1008,"MD's, Total Gen Pract, Total Non-Fed"
AHRF1009,"MD's,Primary Care, Hsp Resident Non-Fed"
AHRF1010,"MD's,Primary Care, Patient Care Non-Fed"
AHRF1011,"MD's,Tot Gen Prac,Oth Prof Act Fed"
AHRF1012,"MD's,Tot Gen Prac,PC,Hosp Res Fed"
AHRF1013,"MD's,Tot Gen Prac,PC,Hsp FT Stf Fed"
AHRF1014,"MD's,Tot Gen Prac,PC,Hsp FT Stf Non-Fed"
AHRF1015,"MD's,Tot Ptn Care, IMG Grads Non-Fed"
AHRF1016,"MD's,Tot Ptn Care, US Graduates Non-Fed"
AHRF1017,"MD's,Tot Ptn Care,Canadian Grad Non-Fed"
AHRF1018,"MD's,Tot Ptn Care,Tot Graduates Non-Fed"
AHRF1019,"MDs, Tot Hosp-Based PC Non-Fed"
AHRF1020,Males 18-64 Yrs
AHRF1021,Males 18-64 with Health Ins
AHRF1022,Males 18-64 without Health Ins
AHRF1023,Males 40-64 Yrs
AHRF1024,Males 40-64 with Health Ins
AHRF1025,Males 40-64 without Health Ins
AHRF1026,Males <65 Yrs
AHRF1027,Males <65 with Health Insurance
AHRF1028,Males <65 without Health Ins
AHRF1029,Manufacturing-Dep Typology Code
AHRF1030,Marketplace Enrollees 18-25
AHRF1031,Marketplace Enrollees 26-34
AHRF1032,Marketplace Enrollees 35-44
AHRF1033,Marketplace Enrollees 45-54
AHRF1034,Marketplace Enrollees 55-64
AHRF1035,Marketplace Enrollees 65+
AHRF1036,Marketplace Enrollees < 18
AHRF1037,Marketplace Enrollees Unk Age
AHRF1038,"Marketplace Enrollees,  No Financial Assistance Requested"
AHRF1039,"Marketplace Enrollees,  Other Federal Poverty Level"
AHRF1040,"Marketplace Enrollees, Active Enrl"
AHRF1041,"Marketplace Enrollees, Auto Enrl"
AHRF1042,"Marketplace Enrollees, Female"
AHRF1043,"Marketplace Enrollees, HHld Inc 100% to 150% of FPL"
AHRF1044,"Marketplace Enrollees, HHld Inc <100% of FPL"
AHRF1045,"Marketplace Enrollees, HHld Inc >400% of FPL"
AHRF1046,"Marketplace Enrollees, HHld Inc Unknown"
AHRF1047,"Marketplace Enrollees, HHld Inc>150% to 200% of FPL"
AHRF1048,"Marketplace Enrollees, HHld Inc>200% to 250% of FPL"
AHRF1049,"Marketplace Enrollees, HHld Inc>250% to 300% of FPL"
AHRF1050,"Marketplace Enrollees, HHld Inc>300% to 400% of FPL"
AHRF1051,"Marketplace Enrollees, Male"
AHRF1052,"Marketplace Enrollees, New Cons"
AHRF1053,"Marketplace Enrollees, Other HHld Inc"
AHRF1054,"Mdcre Enrllmnt, Agd and Dsbld Tot"
AHRF1055,"Med Spec Tot, Administration Non-Fed"
AHRF1056,"Med Spec Tot, Other Non-Fed"
AHRF1057,"Med Spec Tot, PC, Hosp FT Staff Non-Fed"
AHRF1058,"Med Spec Tot, PC, Hosp Resident Non-Fed"
AHRF1059,"Med Spec Tot, PC, Office Based Non-Fed"
AHRF1060,"Med Spec Tot, Research Non-Fed"
AHRF1061,"Med Spec Tot, Teaching Non-Fed"
AHRF1062,"Med Spec Tot, Total Non-Fed"
AHRF1063,"Med Spec Tot, Total Patn Care Non-Fed"
AHRF1064,"Med/Dental Res/Inter,Vacancies ST Non-Gen + Long Term Hosps"
AHRF1065,"Med/Dental Res/Inter,Vacancies Short Term General Hospitals"
AHRF1066,"Med/Surg Intens Cr, Beds Set Up Short Term General Hospitals"
AHRF1067,Medcr Ben IP User w/Coverd Stay Fee for Service
AHRF1068,Medcre Adv PtA and B Rates 0% Bonus
AHRF1069,Medcre Adv PtA and B Rates 3 Star
AHRF1070,Medcre Adv PtA and B Rates 3.5 Star
AHRF1071,Medcre Adv PtA and B Rates 4 Star
AHRF1072,Medcre Adv PtA and B Rates 4.5 Star
AHRF1073,Medcre Adv PtA and B Rates 5 Star
AHRF1074,Medcre Adv PtA and B Rates 5% Bonus
AHRF1075,Medcre Benef Acute Hsp Readmiss Fee for Service
AHRF1076,Medcre Benef Emer Dept Visits Fee for Service
AHRF1077,Medcre Benef Hosp Readmiss Rate Fee for Service
AHRF1078,MedcreAdv PtA and B Rate 3.5% Bonus
AHRF1079,MedcreAdv PtA and B Rates<=2.5 Star
AHRF1080,Median Household Income
AHRF1081,"Medical Genetics, 35-44 Non-Fed"
AHRF1082,"Medical Genetics, 45-54 Non-Fed"
AHRF1083,"Medical Genetics, 55-64 Non-Fed"
AHRF1084,"Medical Genetics, 65-74 Non-Fed"
AHRF1085,"Medical Genetics, 75 + Non-Fed"
AHRF1086,"Medical Genetics, < 35 Non-Fed"
AHRF1087,"Medical Genetics, Other Non-Fed"
AHRF1088,"Medical Genetics, Research Non-Fed"
AHRF1089,"Medical Genetics, Teaching Non-Fed"
AHRF1090,"Medical Genetics, Total Non-Fed"
AHRF1091,"Medical Genetics,Administration Non-Fed"
AHRF1092,"Medical Genetics,PC,Hosp FT Stf Non-Fed"
AHRF1093,"Medical Genetics,PC,Hosp Resdnt Non-Fed"
AHRF1094,"Medical Genetics,PC,Off Based Non-Fed"
AHRF1095,"Medical Genetics,Tot Patnt Care Non-Fed"
AHRF1096,"Medical Specs, Total, 35-44 Non-Fed"
AHRF1097,"Medical Specs, Total, 45-54 Non-Fed"
AHRF1098,"Medical Specs, Total, 55-64 Non-Fed"
AHRF1099,"Medical Specs, Total, 65-74 Non-Fed"
AHRF1100,"Medical Specs, Total, 75 + Non-Fed"
AHRF1101,"Medical Specs, Total, < 35 Non-Fed"
AHRF1102,"Medical/Dental Res/Interns, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1103,"Medical/Dental Res/Interns, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1104,"Medical/Dental Res/Interns, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1105,"Medical/Dental Res/Interns, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1106,"Medicare Enrollment, Aged Tot"
AHRF1107,Medicare FFS Bene Avg HCC Score Fee for Service
AHRF1108,Medicare FFS Benef Average Age Fee for Service
AHRF1109,Medicare FFS Beneficiaries Fee for Service
AHRF1110,"Medicre Enrollmnt, Disabled Tot"
AHRF1111,Mining-Dependent Typology Code
AHRF1112,"Neonat Intermed Cr, Beds Set Up Short Term General Hospitals"
AHRF1113,"Neonatal Intens Cr, Beds Set Up Short Term General Hospitals"
AHRF1114,"Neurolgcal Surg, Administration Non-Fed"
AHRF1115,"Neurolgcal Surg, Other Non-Fed"
AHRF1116,"Neurolgcal Surg, PC, Hosp Res Non-Fed"
AHRF1117,"Neurolgcal Surg, PC, Hsp FT Stf Non-Fed"
AHRF1118,"Neurolgcal Surg, PC, Office Bsd Non-Fed"
AHRF1119,"Neurolgcal Surg, Research Non-Fed"
AHRF1120,"Neurolgcal Surg, Teaching Non-Fed"
AHRF1121,"Neurolgcal Surg, Total Non-Fed"
AHRF1122,"Neurolgcal Surg, Total Ptn Care Non-Fed"
AHRF1123,"Neurological Surgery, 35-44 Non-Fed"
AHRF1124,"Neurological Surgery, 45-54 Non-Fed"
AHRF1125,"Neurological Surgery, 55-64 Non-Fed"
AHRF1126,"Neurological Surgery, 65-74 Non-Fed"
AHRF1127,"Neurological Surgery, 75 + Non-Fed"
AHRF1128,"Neurological Surgery, < 35 Non-Fed"
AHRF1129,"Neurology, 35-44 Non-Fed"
AHRF1130,"Neurology, 45-54 Non-Fed"
AHRF1131,"Neurology, 55-64 Non-Fed"
AHRF1132,"Neurology, 65-74 Non-Fed"
AHRF1133,"Neurology, 75 + Non-Fed"
AHRF1134,"Neurology, < 35 Non-Fed"
AHRF1135,"Neurology, Administration Non-Fed"
AHRF1136,"Neurology, Other Non-Fed"
AHRF1137,"Neurology, PC, Hosp FT Staff Non-Fed"
AHRF1138,"Neurology, PC, Hosp Residents Non-Fed"
AHRF1139,"Neurology, PC, Office Based Non-Fed"
AHRF1140,"Neurology, Research Non-Fed"
AHRF1141,"Neurology, Teaching Non-Fed"
AHRF1142,"Neurology, Total Non-Fed"
AHRF1143,"Neurology, Total Patient Care Non-Fed"
AHRF1144,Nonspecializd-Dep Typology Code
AHRF1145,"Nuclear Med, Administration Non-Fed"
AHRF1146,"Nuclear Med, Other Non-Fed"
AHRF1147,"Nuclear Med, PC, Hosp FT Staff Non-Fed"
AHRF1148,"Nuclear Med, PC, Hosp Residnts Non-Fed"
AHRF1149,"Nuclear Med, PC, Office Based Non-Fed"
AHRF1150,"Nuclear Med, Research Non-Fed"
AHRF1151,"Nuclear Med, Teaching Non-Fed"
AHRF1152,"Nuclear Med, Total Non-Fed"
AHRF1153,"Nuclear Med, Total Patient Care Non-Fed"
AHRF1154,"Nuclear Medicine, 35-44 Non-Fed"
AHRF1155,"Nuclear Medicine, 45-54 Non-Fed"
AHRF1156,"Nuclear Medicine, 55-64 Non-Fed"
AHRF1157,"Nuclear Medicine, 65-74 Non-Fed"
AHRF1158,"Nuclear Medicine, 75 + Non-Fed"
AHRF1159,"Nuclear Medicine, < 35 Non-Fed"
AHRF1160,"Number Employed, 16+"
AHRF1161,"Number Unemployed, 16+"
AHRF1162,"Nurs Assistive Pers, Vacancies ST Non-Gen + Long Term Hosps"
AHRF1163,"Nurs Assistive Pers, Vacancies Short Term General Hospitals"
AHRF1164,"Nurs Home Admissions, STNG/LT"
AHRF1165,"Nurs Home Admissions, Tot Hosp"
AHRF1166,"Nurs Home Admissions,STGEN Hosp"
AHRF1167,Nurs Home Inpatient Days
AHRF1168,"Nurs Home Inpatient Days, STGEN"
AHRF1169,"Nurs Home Inptn Days, STNG/LT"
AHRF1170,Nurse Practitioners w/NPI
AHRF1171,"Nurse Practitioners, Fmle w/NPI"
AHRF1172,"Nurse Practitioners, Male w/NPI"
AHRF1173,"Nursing Assistive Personnel, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1174,"Nursing Assistive Personnel, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1175,"Nursing Assistive Personnel, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1176,"Nursing Assistive Personnel, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1177,Nursing Facilities Cert Beds
AHRF1178,Nursing Facilities Total Beds
AHRF1179,"Nursing Home Beds, ST Gen Hosp"
AHRF1180,"Nursing Home Beds, STNG Hosp"
AHRF1181,"Nursing Home Beds, Total Hosp"
AHRF1182,"Nursing Home Beds,Long Term Hsp"
AHRF1183,"Nursing Home Pers Tot,Vacancies ST Non-Gen + Long Term Hosps"
AHRF1184,"Nursing Home Pers Tot,Vacancies Short Term General Hospitals"
AHRF1185,"Nursing Home Personnel Tot, FT ST Non-Gen + Long Term Hosps"
AHRF1186,"Nursing Home Personnel Tot, FT Short Term General Hospitals"
AHRF1187,"Nursing Home Personnel Tot, PT ST Non-Gen + Long Term Hosps"
AHRF1188,"Nursing Home Personnel Tot, PT Short Term General Hospitals"
AHRF1189,"Ob-Gyn Subspecs, 35-44 Non-Fed"
AHRF1190,"Ob-Gyn Subspecs, 45-54 Non-Fed"
AHRF1191,"Ob-Gyn Subspecs, 55-64 Non-Fed"
AHRF1192,"Ob-Gyn Subspecs, 65-74 Non-Fed"
AHRF1193,"Ob-Gyn Subspecs, 75 + Non-Fed"
AHRF1194,"Ob-Gyn Subspecs, < 35 Non-Fed"
AHRF1195,"Ob-Gyn Subspecs, Administration Non-Fed"
AHRF1196,"Ob-Gyn Subspecs, Oth Prof Act Fed"
AHRF1197,"Ob-Gyn Subspecs, Other Non-Fed"
AHRF1198,"Ob-Gyn Subspecs, Research Non-Fed"
AHRF1199,"Ob-Gyn Subspecs, Teaching Non-Fed"
AHRF1200,"Ob-Gyn Subspecs, Total Non-Fed"
AHRF1201,"Ob-Gyn Subspecs,PC,Hosp FT Stf Fed"
AHRF1202,"Ob-Gyn Subspecs,PC,Hosp FT Stf Non-Fed"
AHRF1203,"Ob-Gyn Subspecs,PC,Hosp Resdnt Fed"
AHRF1204,"Ob-Gyn Subspecs,PC,Hosp Residnt Non-Fed"
AHRF1205,"Ob-Gyn Subspecs,PC,Off Based Non-Fed"
AHRF1206,"Ob-Gyn Subspecs,Tot Patient Cr Non-Fed"
AHRF1207,"Ob-Gyn, Gen, Oth Prof Activity Fed"
AHRF1208,"Ob-Gyn, Gen, PC, Hosp FT Staff Fed"
AHRF1209,"Ob-Gyn, Gen, PC, Hosp FT Staff Non-Fed"
AHRF1210,"Ob-Gyn, Gen, PC, Hosp Residents Non-Fed"
AHRF1211,"Ob-Gyn, Gen, PC, Office Based Non-Fed"
AHRF1212,"Ob-Gyn, Gen, PC,Hosp Residents Fed"
AHRF1213,"Ob-Gyn, Gen, Total Patient Care Non-Fed"
AHRF1214,"Ob-Gyn, General, 35-44 Non-Fed"
AHRF1215,"Ob-Gyn, General, 45-54 Non-Fed"
AHRF1216,"Ob-Gyn, General, 55-64 Non-Fed"
AHRF1217,"Ob-Gyn, General, 65-74 Non-Fed"
AHRF1218,"Ob-Gyn, General, 75 + Non-Fed"
AHRF1219,"Ob-Gyn, General, < 35 Non-Fed"
AHRF1220,"Ob-Gyn, General, Administration Non-Fed"
AHRF1221,"Ob-Gyn, General, Other Non-Fed"
AHRF1222,"Ob-Gyn, General, Research Non-Fed"
AHRF1223,"Ob-Gyn, General, Teaching Non-Fed"
AHRF1224,"Ob-Gyn, General, Total Non-Fed"
AHRF1225,"Obstetrics Care, Beds Set Up Short Term General Hospitals"
AHRF1226,"Occupat Med, Administration Non-Fed"
AHRF1227,"Occupat Med, Other Non-Fed"
AHRF1228,"Occupat Med, PC, Hosp FT Staff Non-Fed"
AHRF1229,"Occupat Med, PC, Hosp Residents Non-Fed"
AHRF1230,"Occupat Med, PC, Office Based Non-Fed"
AHRF1231,"Occupat Med, Research Non-Fed"
AHRF1232,"Occupat Med, Teaching Non-Fed"
AHRF1233,"Occupat Med, Total Non-Fed"
AHRF1234,"Occupat Med, Total Patnt Care Non-Fed"
AHRF1235,"Occupational Medicine, 35-44 Non-Fed"
AHRF1236,"Occupational Medicine, 45-54 Non-Fed"
AHRF1237,"Occupational Medicine, 55-64 Non-Fed"
AHRF1238,"Occupational Medicine, 65-74 Non-Fed"
AHRF1239,"Occupational Medicine, 75 + Non-Fed"
AHRF1240,"Occupational Medicine, < 35 Non-Fed"
AHRF1241,"Ophthalmolgy, Administration Non-Fed"
AHRF1242,"Ophthalmolgy, Other Non-Fed"
AHRF1243,"Ophthalmolgy, PC, Hosp FT Staff Non-Fed"
AHRF1244,"Ophthalmolgy, PC, Hosp Resdnts Non-Fed"
AHRF1245,"Ophthalmolgy, PC, Office Based Non-Fed"
AHRF1246,"Ophthalmolgy, Research Non-Fed"
AHRF1247,"Ophthalmolgy, Teaching Non-Fed"
AHRF1248,"Ophthalmolgy, Total Non-Fed"
AHRF1249,"Ophthalmolgy, Total Patn Care Non-Fed"
AHRF1250,"Ophthalmology, 35-44 Non-Fed"
AHRF1251,"Ophthalmology, 45-54 Non-Fed"
AHRF1252,"Ophthalmology, 55-64 Non-Fed"
AHRF1253,"Ophthalmology, 65-74 Non-Fed"
AHRF1254,"Ophthalmology, 75 + Non-Fed"
AHRF1255,"Ophthalmology, < 35 Non-Fed"
AHRF1256,Optometrists w/NPI
AHRF1257,"Optometrists, Female w/NPI"
AHRF1258,"Optometrists, Male w/NPI"
AHRF1259,"Orthopedic Surg, Administration Non-Fed"
AHRF1260,"Orthopedic Surg, Other Non-Fed"
AHRF1261,"Orthopedic Surg, PC, Hosp Res Non-Fed"
AHRF1262,"Orthopedic Surg, PC, Hsp FT Stf Non-Fed"
AHRF1263,"Orthopedic Surg, PC, Off Based Non-Fed"
AHRF1264,"Orthopedic Surg, Research Non-Fed"
AHRF1265,"Orthopedic Surg, Teaching Non-Fed"
AHRF1266,"Orthopedic Surg, Total Non-Fed"
AHRF1267,"Orthopedic Surg, Total Ptn Care Non-Fed"
AHRF1268,"Orthopedic Surgery, 35-44 Non-Fed"
AHRF1269,"Orthopedic Surgery, 45-54 Non-Fed"
AHRF1270,"Orthopedic Surgery, 55-64 Non-Fed"
AHRF1271,"Orthopedic Surgery, 65-74 Non-Fed"
AHRF1272,"Orthopedic Surgery, 75 + Non-Fed"
AHRF1273,"Orthopedic Surgery, < 35 Non-Fed"
AHRF1274,"Oth Oth Spec, PC, Hosp FT Staff Fed"
AHRF1275,"Oth Oth Spec, PC, Hosp Resident Fed"
AHRF1276,"Oth Special Care, Beds Set Up Short Term General Hospitals"
AHRF1277,"Other Care, Beds Set Up Short Term General Hospitals"
AHRF1278,"Other Intensive Cr, Bed Set Up Short Term General Hospitals"
AHRF1279,"Other LT Care, Beds Set Up Short Term General Hospitals"
AHRF1280,"Other Med, Other Prof Activity Fed"
AHRF1281,"Other Med, PC, Hosp FT Staff Fed"
AHRF1282,"Other Med, PC, Hosp Residents Fed"
AHRF1283,"Other Other Spec, Oth Prof Act Fed"
AHRF1284,"Other Spec, Tot, Administration Non-Fed"
AHRF1285,"Other Spec, Tot, Other Non-Fed"
AHRF1286,"Other Spec, Tot, PC, Hosp Res Non-Fed"
AHRF1287,"Other Spec, Tot, PC, Hsp FT Stf Non-Fed"
AHRF1288,"Other Spec, Tot, PC, Off Based Non-Fed"
AHRF1289,"Other Spec, Tot, Research Non-Fed"
AHRF1290,"Other Spec, Tot, Teaching Non-Fed"
AHRF1291,"Other Spec, Tot, Total Non-Fed"
AHRF1292,"Other Spec, Tot, Total Ptn Care Non-Fed"
AHRF1293,"Other Specialty, 35-44 Non-Fed"
AHRF1294,"Other Specialty, 45-54 Non-Fed"
AHRF1295,"Other Specialty, 55-64 Non-Fed"
AHRF1296,"Other Specialty, 65-74 Non-Fed"
AHRF1297,"Other Specialty, 75 + Non-Fed"
AHRF1298,"Other Specialty, < 35 Non-Fed"
AHRF1299,"Other Specs, Administration Non-Fed"
AHRF1300,"Other Specs, Other Non-Fed"
AHRF1301,"Other Specs, PC, Hosp FT Staff Non-Fed"
AHRF1302,"Other Specs, PC, Hosp Residents Non-Fed"
AHRF1303,"Other Specs, PC, Office Based Non-Fed"
AHRF1304,"Other Specs, Research Non-Fed"
AHRF1305,"Other Specs, Teaching Non-Fed"
AHRF1306,"Other Specs, Total Non-Fed"
AHRF1307,"Other Specs, Total Patnt Care Non-Fed"
AHRF1308,"Other Specs, Total, 35-44 Non-Fed"
AHRF1309,"Other Specs, Total, 45-54 Non-Fed"
AHRF1310,"Other Specs, Total, 55-64 Non-Fed"
AHRF1311,"Other Specs, Total, 65-74 Non-Fed"
AHRF1312,"Other Specs, Total, 75 + Non-Fed"
AHRF1313,"Other Specs, Total, < 35 Non-Fed"
AHRF1314,"Other Surg, Other Prof Activity Fed"
AHRF1315,"Other Surg, PC, Hosp FT Staff Fed"
AHRF1316,"Other Surg, PC, Hosp Residents Fed"
AHRF1317,"Other Trainees, Full-Time See User Doc for Def;ST Gen Hs"
AHRF1318,"Other Trainees, Full-Time See User Doc for Def;STNG/LT"
AHRF1319,"Other Trainees, Part-Time See User Doc for Def;ST Gen Hs"
AHRF1320,"Other Trainees, Part-Time See User Doc for Def;STNG/LT"
AHRF1321,"Other Trainees, Vacancies ST Non-Gen + Long Term Hosps"
AHRF1322,"Other Trainees, Vacancies Short Term General Hospitals"
AHRF1323,"Otolaryngolgy, Administration Non-Fed"
AHRF1324,"Otolaryngolgy, Other Non-Fed"
AHRF1325,"Otolaryngolgy, PC, Hosp FT Stf Non-Fed"
AHRF1326,"Otolaryngolgy, PC, Hosp Resdnt Non-Fed"
AHRF1327,"Otolaryngolgy, PC, Office Based Non-Fed"
AHRF1328,"Otolaryngolgy, Research Non-Fed"
AHRF1329,"Otolaryngolgy, Teaching Non-Fed"
AHRF1330,"Otolaryngolgy, Total Non-Fed"
AHRF1331,"Otolaryngolgy, Total Ptn Care Non-Fed"
AHRF1332,"Otolaryngology, 35-44 Non-Fed"
AHRF1333,"Otolaryngology, 45-54 Non-Fed"
AHRF1334,"Otolaryngology, 55-64 Non-Fed"
AHRF1335,"Otolaryngology, 65-74 Non-Fed"
AHRF1336,"Otolaryngology, 75 + Non-Fed"
AHRF1337,"Otolaryngology, < 35 Non-Fed"
AHRF1338,Outpat Visits in Long Term Hosp Emer Dept + Other OP Visits
AHRF1339,Outpat Visits in ST Gen Hosp Emer Dept + Other OP Visits
AHRF1340,Outpat Visits in ST Non-Gen Hsp Emer Dept + Other OP Visits
AHRF1341,Outpatient Visits - Other ST Non-Gen + Long Term Hosps
AHRF1342,Outpatient Visits - Other Short Term General Hospitals
AHRF1343,Outpatient Visits in VA Hosp Emer Dept + Other OP Visits
AHRF1344,"Path,Anat/Clinic,Administration Non-Fed"
AHRF1345,"Path,Anat/Clinic,Other Non-Fed"
AHRF1346,"Path,Anat/Clinic,PC,Hosp FT Stf Non-Fed"
AHRF1347,"Path,Anat/Clinic,PC,Hosp Resdnt Non-Fed"
AHRF1348,"Path,Anat/Clinic,PC,Off Based Non-Fed"
AHRF1349,"Path,Anat/Clinic,Research Non-Fed"
AHRF1350,"Path,Anat/Clinic,Teaching Non-Fed"
AHRF1351,"Path,Anat/Clinic,Tot Patient Cr Non-Fed"
AHRF1352,"Path,Anat/Clinic,Total Non-Fed"
AHRF1353,"Pathology, Anat/Clinic, 35-44 Non-Fed"
AHRF1354,"Pathology, Anat/Clinic, 45-54 Non-Fed"
AHRF1355,"Pathology, Anat/Clinic, 55-64 Non-Fed"
AHRF1356,"Pathology, Anat/Clinic, 65-74 Non-Fed"
AHRF1357,"Pathology, Anat/Clinic, 75 + Non-Fed"
AHRF1358,"Pathology, Anat/Clinic, < 35 Non-Fed"
AHRF1359,Pct Related Chldrn 5-17 in Pov
AHRF1360,"Ped Cardiolgy, Administration Non-Fed"
AHRF1361,"Ped Cardiolgy, Other Non-Fed"
AHRF1362,"Ped Cardiolgy, PC, Hosp FT Stf Non-Fed"
AHRF1363,"Ped Cardiolgy, PC, Hosp Resdnt Non-Fed"
AHRF1364,"Ped Cardiolgy, PC, Office Based Non-Fed"
AHRF1365,"Ped Cardiolgy, Research Non-Fed"
AHRF1366,"Ped Cardiolgy, Teaching Non-Fed"
AHRF1367,"Ped Cardiolgy, Total Non-Fed"
AHRF1368,"Ped Cardiolgy, Total Patn Care Non-Fed"
AHRF1369,"Ped Subspecs, Administration Non-Fed"
AHRF1370,"Ped Subspecs, Other Non-Fed"
AHRF1371,"Ped Subspecs, PC, Hosp FT Staff Non-Fed"
AHRF1372,"Ped Subspecs, PC, Hosp Resident Non-Fed"
AHRF1373,"Ped Subspecs, PC, Office Based Non-Fed"
AHRF1374,"Ped Subspecs, Research Non-Fed"
AHRF1375,"Ped Subspecs, Teaching Non-Fed"
AHRF1376,"Ped Subspecs, Total Non-Fed"
AHRF1377,"Ped Subspecs, Total Patn Care Non-Fed"
AHRF1378,"Pediatric Cardiology, 35-44 Non-Fed"
AHRF1379,"Pediatric Cardiology, 45-54 Non-Fed"
AHRF1380,"Pediatric Cardiology, 55-64 Non-Fed"
AHRF1381,"Pediatric Cardiology, 65-74 Non-Fed"
AHRF1382,"Pediatric Cardiology, 75 + Non-Fed"
AHRF1383,"Pediatric Cardiology, < 35 Non-Fed"
